l.p.,czas,pozycja,x_estymowane,y_estymowane,x_prawdziwe,y_prawdziwe
243,2025-09-19T13:49:44.310871,8,-2.344057450527164,6.224194374415471,2.3,0.0
244,2025-09-19T13:49:44.810871,8,-2.4556326514524813,6.264701676234316,2.3,0.0
245,2025-09-19T13:49:45.310871,8,-2.303877339181884,6.574068836476319,2.3,0.0
246,2025-09-19T13:49:45.810871,8,-2.277012783903736,6.39159730315682,2.3,0.0
247,2025-09-19T13:49:46.310871,8,-2.3452539278061493,6.469540479540572,2.3,0.0
248,2025-09-19T13:49:46.810871,8,-2.228708169873418,6.358248345420701,2.3,0.0
249,2025-09-19T13:49:47.310871,8,-2.008454457448639,6.420054531415365,2.3,0.0
250,2025-09-19T13:49:47.810871,8,-1.7385284554474218,6.367781154787023,2.3,0.0
251,2025-09-19T13:49:48.310871,8,-1.8805034734152866,6.595261447436408,2.3,0.0
252,2025-09-19T13:49:48.810871,8,-1.9040156004475803,6.6083369076191065,2.3,0.0
253,2025-09-19T13:49:49.310871,8,-1.7059689659495896,6.3659585062550965,2.3,0.0
254,2025-09-19T13:49:49.810871,8,-1.5911398770496956,6.46074890434997,2.3,0.0
255,2025-09-19T13:49:50.310871,8,-1.7632385595105056,6.4361232520111855,2.3,0.0
256,2025-09-19T13:49:50.810871,8,-1.548244126907062,6.360529804103657,2.3,0.0
257,2025-09-19T13:49:51.310871,8,-1.5773253554147044,6.470756786617413,2.3,0.0
258,2025-09-19T13:49:51.810871,8,-1.604440629175543,6.472828176892618,2.3,0.0
259,2025-09-19T13:49:52.310871,8,-1.7376186488299774,6.4591268734275005,2.3,0.0
260,2025-09-19T13:49:52.810871,8,-1.6517898785596374,6.430020253558149,2.3,0.0
261,2025-09-19T13:49:53.310871,8,-1.889064190393602,6.467749776134428,2.3,0.0
262,2025-09-19T13:49:53.810871,8,-2.054519278887489,6.351796338963941,2.3,0.0
263,2025-09-19T13:49:54.310871,8,-2.1548042775355123,6.468675593550735,2.3,0.0
264,2025-09-19T13:49:54.810871,8,-1.9908961910131195,6.517598037055316,2.3,0.0
265,2025-09-19T13:49:55.310871,8,-2.1780771426555456,6.614412101600788,2.3,0.0
266,2025-09-19T13:49:55.810871,8,-2.160027512997434,6.694310959987775,2.3,0.0
267,2025-09-19T13:49:56.310871,8,-2.1315898536844102,6.680663653927211,2.3,0.0
268,2025-09-19T13:49:56.810871,8,-2.1699365890225493,6.520520747195883,2.3,0.0
269,2025-09-19T13:49:57.310871,8,-2.1767729254573918,6.281861325113611,2.3,0.0
270,2025-09-19T13:49:57.810871,8,-2.027842292009087,6.121884496342183,2.3,0.0
271,2025-09-19T13:49:58.310871,8,-2.197494718128172,6.150025732748698,2.3,0.0
272,2025-09-19T13:49:58.810871,8,-2.155981614974223,6.0699167854580045,2.3,0.0
